i-traits	type	date	angle	MLP
fu-T1-ck-red_T15	RGB	T1	fu	0.3142
fu-T1-ck-hue_T1	RGB	T1	fu	0.3674
fu-T1-ck-hue_T2	RGB	T1	fu	0.4122
fu-T1-ck-hue_T3	RGB	T1	fu	0.3594
fu-T1-ck-hue_T4	RGB	T1	fu	0.3506
fu-T1-ck-hue_T5	RGB	T1	fu	0.3076
fu-T1-ck-hue_T6	RGB	T1	fu	0.3062
fu-T1-ck-hue_T7	RGB	T1	fu	0.2686
fu-T1-ck-hue_T8	RGB	T1	fu	0.2746
fu-T1-ck-hue_T9	RGB	T1	fu	0.286
fu-T1-ck-hue_T10	RGB	T1	fu	0.5762
fu-T1-ck-hue_T11	RGB	T1	fu	0.357
fu-T1-ck-hue_T12	RGB	T1	fu	0.1412
fu-T1-ck-hue_T13	RGB	T1	fu	0.4574
fu-T1-ck-hue_T14	RGB	T1	fu	0.4164
fu-T1-ck-hue_T15	RGB	T1	fu	0.4108
fu-T1-ck-saturation_T1	RGB	T1	fu	0.2392
fu-T1-ck-saturation_T2	RGB	T1	fu	0.407
fu-T1-ck-saturation_T3	RGB	T1	fu	0.6158
fu-T1-ck-saturation_T4	RGB	T1	fu	0.2918
fu-T1-ck-saturation_T5	RGB	T1	fu	0.4484
fu-T1-ck-saturation_T6	RGB	T1	fu	0.4252
fu-T1-ck-saturation_T7	RGB	T1	fu	0.3792
fu-T1-ck-saturation_T8	RGB	T1	fu	0.3206
fu-T1-ck-saturation_T9	RGB	T1	fu	0.4382
fu-T1-ck-saturation_T10	RGB	T1	fu	0.367
fu-T1-ck-saturation_T11	RGB	T1	fu	0.539
fu-T1-ck-saturation_T12	RGB	T1	fu	0.383
fu-T1-ck-saturation_T13	RGB	T1	fu	0.371
fu-T1-ck-saturation_T14	RGB	T1	fu	0.3782
fu-T1-ck-saturation_T15	RGB	T1	fu	0.4026
fu-T1-ck-luminance_T1	RGB	T1	fu	0.4746
fu-T1-ck-lumi0.792608694nce_T2	RGB	T1	fu	0.3054
fu-T1-ck-luminance_T3	RGB	T1	fu	0.2732
fu-T1-ck-luminance_T4	RGB	T1	fu	0.348
fu-T1-ck-luminance_T5	RGB	T1	fu	0.3242
fu-T1-ck-luminance_T6	RGB	T1	fu	0.2288
fu-T1-ck-luminance_T7	RGB	T1	fu	0.3924
fu-T1-ck-luminance_T8	RGB	T1	fu	0.3286
fu-T1-ck-luminance_T9	RGB	T1	fu	0.1986
fu-T1-ck-luminance_T10	RGB	T1	fu	0.4426
fu-T1-ck-luminance_T11	RGB	T1	fu	0.3002
fu-T1-ck-luminance_T12	RGB	T1	fu	0.3022
fu-T1-ck-luminance_T13	RGB	T1	fu	0.364
fu-T1-ck-luminance_T14	RGB	T1	fu	0.52
fu-T1-ck-luminance_T15	RGB	T1	fu	0.4004
fu-T1-ck-value_T1	RGB	T1	fu	0.1492
fu-T1-ck-value_T2	RGB	T1	fu	0.3264
fu-T1-ck-value_T3	RGB	T1	fu	0.2996
fu-T1-ck-value_T4	RGB	T1	fu	0.2162
fu-T1-ck-value_T5	RGB	T1	fu	0.2564
fu-T1-ck-value_T6	RGB	T1	fu	0.2944
fu-T1-ck-value_T7	RGB	T1	fu	0.338
fu-T1-ck-value_T8	RGB	T1	fu	0.4378
fu-T1-ck-value_T9	RGB	T1	fu	0.437
fu-T1-ck-value_T10	RGB	T1	fu	0.2756
fu-T1-ck-value_T11	RGB	T1	fu	0.4842
fu-T1-ck-value_T12	RGB	T1	fu	0.378
fu-T1-ck-value_T13	RGB	T1	fu	0.5924
fu-T1-ck-value_T14	RGB	T1	fu	0.348
fu-T1-ck-value_T15	RGB	T1	fu	0.2588
fu-T1-ck-Intensity_T1	RGB	T1	fu	0.5232
fu-T1-ck-Intensity_T2	RGB	T1	fu	0.2888
fu-T1-ck-Intensity_T3	RGB	T1	fu	0.483
fu-T1-ck-Intensity_T4	RGB	T1	fu	0.3496
fu-T1-ck-Intensity_T5	RGB	T1	fu	0.3548
fu-T1-ck-Intensity_T6	RGB	T1	fu	0.1984
fu-T1-ck-Intensity_T7	RGB	T1	fu	0.1732
fu-T1-ck-Intensity_T8	RGB	T1	fu	0.408
fu-T1-ck-Intensity_T9	RGB	T1	fu	0.3324
fu-T1-ck-Intensity_T10	RGB	T1	fu	0.125
fu-T1-ck-Intensity_T11	RGB	T1	fu	0.403
fu-T1-ck-Intensity_T12	RGB	T1	fu	0.311
fu-T1-ck-Intensity_T13	RGB	T1	fu	0.3014
fu-T1-ck-Intensity_T14	RGB	T1	fu	0.4052
fu-T1-ck-Intensity_T15	RGB	T1	fu	0.314
fu-T2-ck-GCV	RGB	T2	fu	0.2976
fu-T2-ck-GPA	RGB	T2	fu	0.4
fu-T2-ck-GPAR	RGB	T2	fu	0.3716
fu-T2-ck-PC1	RGB	T2	fu	0.3134
fu-T2-ck-PC2	RGB	T2	fu	0.2018
fu-T2-ck-PC3	RGB	T2	fu	0.2266
fu-T2-ck-PC4	RGB	T2	fu	0.3116
fu-T2-ck-PC5	RGB	T2	fu	0.4182
fu-T2-ck-PC6	RGB	T2	fu	0.2086
fu-T2-ck-PAR	RGB	T2	fu	0.2888
fu-T2-ck-W	RGB	T2	fu	0.1694
fu-T2-ck-H	RGB	T2	fu	0.2344
fu-T2-ck-FDNIC	RGB	T2	fu	0.3114
fu-T2-ck-TBR	RGB	T2	fu	0.1912
fu-T2-ck-TPA	RGB	T2	fu	0.4112
fu-T2-ck-HWR	RGB	T2	fu	0.2992
fu-T2-ck-FDIC	RGB	T2	fu	0.2124
fu-T2-ck-F1	RGB	T2	fu	0.2016
fu-T2-ck-F2	RGB	T2	fu	0.2516
fu-T2-ck-F3	RGB	T2	fu	0.3722
fu-T2-ck-F4	RGB	T2	fu	0.4296
fu-T2-ck-F5	RGB	T2	fu	0.1892
fu-T2-ck-F6	RGB	T2	fu	0.345
fu-T2-ck-F7	RGB	T2	fu	0.3012
fu-T2-ck-F8	RGB	T2	fu	0.3416
fu-T2-ck-F9	RGB	T2	fu	0.4038
fu-T2-ck-F10	RGB	T2	fu	0.2838
fu-T2-ck-F11	RGB	T2	fu	0.2918
fu-T2-ck-F12	RGB	T2	fu	0.207
fu-T2-ck-F13	RGB	T2	fu	0.1548
fu-T2-ck-F14	RGB	T2	fu	0.3234
fu-T2-ck-F15	RGB	T2	fu	0.2822
fu-T2-ck-F16	RGB	T2	fu	0.2988
fu-T2-ck-F17	RGB	T2	fu	0.1408
fu-T2-ck-F18	RGB	T2	fu	0.2542
fu-T2-ck-F19	RGB	T2	fu	0.2752
fu-T2-ck-F20	RGB	T2	fu	0.3908
fu-T2-ck-Intensity_M_I	RGB	T2	fu	0.3252
fu-T2-ck-Intensity_SE_I	RGB	T2	fu	0.3268
fu-T2-ck-Intensity_S_I	RGB	T2	fu	0.1482
fu-T2-ck-Intensity_MU3_I	RGB	T2	fu	0.295
fu-T2-ck-Intensity_U_I	RGB	T2	fu	0.2904
fu-T2-ck-Intensity_E_I	RGB	T2	fu	0.4276
fu-T2-ck-saturation_M_I	RGB	T2	fu	0.1698
fu-T2-ck-saturation_SE_I	RGB	T2	fu	0.3728
fu-T2-ck-saturation_S_I	RGB	T2	fu	0.3406
fu-T2-ck-saturation_MU3_I	RGB	T2	fu	0.2586
fu-T2-ck-saturation_U_I	RGB	T2	fu	0.5284
fu-T2-ck-saturation_E_I	RGB	T2	fu	0.433
fu-T2-ck-luminance_M_I	RGB	T2	fu	0.3516
fu-T2-ck-luminance_SE_I	RGB	T2	fu	0.3764
fu-T2-ck-luminance_S_I	RGB	T2	fu	0.3182
fu-T2-ck-luminance_MU3_I	RGB	T2	fu	0.3334
fu-T2-ck-luminance_U_I	RGB	T2	fu	0.3548
fu-T2-ck-luminance_E_I	RGB	T2	fu	0.2788
fu-T2-ck-value_M_I	RGB	T2	fu	0.2828
fu-T2-ck-value_SE_I	RGB	T2	fu	0.3406
fu-T2-ck-value_S_I	RGB	T2	fu	0.2424
fu-T2-ck-value_MU3_I	RGB	T2	fu	0.3772
fu-T2-ck-value_U_I	RGB	T2	fu	0.4362
fu-T2-ck-value_E_I	RGB	T2	fu	0.3318
fu-T2-ck-blue_M_I	RGB	T2	fu	0.4522
fu-T2-ck-blue_SE_I	RGB	T2	fu	0.4274
fu-T2-ck-blue_S_I	RGB	T2	fu	0.3178
fu-T2-ck-blue_MU3_I	RGB	T2	fu	0.1646
fu-T2-ck-blue_U_I	RGB	T2	fu	0.2554
fu-T2-ck-blue_E_I	RGB	T2	fu	0.3992
fu-T2-ck-green_M_I	RGB	T2	fu	0.4146
fu-T2-ck-green_SE_I	RGB	T2	fu	0.3338
fu-T2-ck-green_S_I	RGB	T2	fu	0.1862
fu-T2-ck-green_MU3_I	RGB	T2	fu	0.4518
fu-T2-ck-green_U_I	RGB	T2	fu	0.405
fu-T2-ck-green_E_I	RGB	T2	fu	0.3552
fu-T2-ck-red_M_I	RGB	T2	fu	0.3608
fu-T2-ck-red_SE_I	RGB	T2	fu	0.2466
fu-T2-ck-red_S_I	RGB	T2	fu	0.2636
fu-T2-ck-red_MU3_I	RGB	T2	fu	0.2706
fu-T2-ck-red_U_I	RGB	T2	fu	0.2808
fu-T2-ck-red_E_I	RGB	T2	fu	0.3694
fu-T2-ck-green_T1	RGB	T2	fu	0.4386
fu-T2-ck-green_T2	RGB	T2	fu	0.3734
fu-T2-ck-green_T3	RGB	T2	fu	0.6158
fu-T2-ck-green_T4	RGB	T2	fu	0.3476
fu-T2-ck-green_T5	RGB	T2	fu	0.4096
fu-T2-ck-green_T6	RGB	T2	fu	0.292
fu-T2-ck-green_T7	RGB	T2	fu	0.2534
fu-T2-ck-green_T8	RGB	T2	fu	0.3234
fu-T2-ck-green_T9	RGB	T2	fu	0.24
fu-T2-ck-green_T10	RGB	T2	fu	0.3054
fu-T2-ck-green_T11	RGB	T2	fu	0.3174
fu-T2-ck-green_T12	RGB	T2	fu	0.3028
fu-T2-ck-green_T13	RGB	T2	fu	0.3578
fu-T2-ck-green_T14	RGB	T2	fu	0.1644
fu-T2-ck-green_T15	RGB	T2	fu	0.338
fu-T2-ck-blue_T1	RGB	T2	fu	0.6452
fu-T2-ck-blue_T2	RGB	T2	fu	0.3238
fu-T2-ck-blue_T3	RGB	T2	fu	0.2496
fu-T2-ck-blue_T4	RGB	T2	fu	0.2802
fu-T2-ck-blue_T5	RGB	T2	fu	0.2696
fu-T2-ck-blue_T6	RGB	T2	fu	0.353
fu-T2-ck-blue_T7	RGB	T2	fu	0.3948
fu-T2-ck-blue_T8	RGB	T2	fu	0.2052
fu-T2-ck-blue_T9	RGB	T2	fu	0.2122
fu-T2-ck-blue_T10	RGB	T2	fu	0.2532
fu-T2-ck-blue_T11	RGB	T2	fu	0.482
fu-T2-ck-blue_T12	RGB	T2	fu	0.3298
fu-T2-ck-blue_T13	RGB	T2	fu	0.3412
fu-T2-ck-blue_T14	RGB	T2	fu	0.2754
fu-T2-ck-blue_T15	RGB	T2	fu	0.3444
fu-T2-ck-red_T1	RGB	T2	fu	0.4364
fu-T2-ck-red_T2	RGB	T2	fu	0.2276
fu-T2-ck-red_T3	RGB	T2	fu	0.4274
fu-T2-ck-red_T4	RGB	T2	fu	0.2742
fu-T2-ck-red_T5	RGB	T2	fu	0.4028
fu-T2-ck-red_T6	RGB	T2	fu	0.2752
fu-T2-ck-red_T7	RGB	T2	fu	0.2746
fu-T2-ck-red_T8	RGB	T2	fu	0.2946
fu-T2-ck-red_T9	RGB	T2	fu	0.3142
fu-T2-ck-red_T10	RGB	T2	fu	0.331
fu-T2-ck-red_T11	RGB	T2	fu	0.1948
fu-T2-ck-red_T12	RGB	T2	fu	0.359
fu-T2-ck-red_T13	RGB	T2	fu	0.302
fu-T2-ck-red_T14	RGB	T2	fu	0.2566
fu-T2-ck-red_T15	RGB	T2	fu	0.2704
fu-T2-ck-hue_T1	RGB	T2	fu	0.441
fu-T2-ck-hue_T2	RGB	T2	fu	0.2458
fu-T2-ck-hue_T3	RGB	T2	fu	0.5906
fu-T2-ck-hue_T4	RGB	T2	fu	0.2488
fu-T2-ck-hue_T5	RGB	T2	fu	0.2168
fu-T2-ck-hue_T6	RGB	T2	fu	0.5164
fu-T2-ck-hue_T7	RGB	T2	fu	0.3814
fu-T2-ck-hue_T8	RGB	T2	fu	0.3346
fu-T2-ck-hue_T9	RGB	T2	fu	0.2342
fu-T2-ck-hue_T10	RGB	T2	fu	0.2604
fu-T2-ck-hue_T11	RGB	T2	fu	0.2488
fu-T2-ck-hue_T12	RGB	T2	fu	0.839
fu-T2-ck-hue_T13	RGB	T2	fu	0.2778
fu-T2-ck-hue_T14	RGB	T2	fu	0.2474
fu-T2-ck-hue_T15	RGB	T2	fu	0.3428
fu-T2-ck-saturation_T1	RGB	T2	fu	0.2634
fu-T2-ck-saturation_T2	RGB	T2	fu	0.2738
fu-T2-ck-saturation_T3	RGB	T2	fu	0.2268
fu-T2-ck-saturation_T4	RGB	T2	fu	0.5914
fu-T2-ck-saturation_T5	RGB	T2	fu	0.5844
fu-T2-ck-saturation_T6	RGB	T2	fu	0.2636
fu-T2-ck-saturation_T7	RGB	T2	fu	0.344
fu-T2-ck-saturation_T8	RGB	T2	fu	0.363
fu-T2-ck-saturation_T9	RGB	T2	fu	0.2912
fu-T2-ck-saturation_T10	RGB	T2	fu	0.332
fu-T2-ck-saturation_T11	RGB	T2	fu	0.5624
fu-T2-ck-saturation_T12	RGB	T2	fu	0.23
fu-T2-ck-saturation_T13	RGB	T2	fu	0.2812
fu-T2-ck-saturation_T14	RGB	T2	fu	0.3174
fu-T2-ck-saturation_T15	RGB	T2	fu	0.4278
fu-T2-ck-luminance_T1	RGB	T2	fu	0.313
fu-T2-ck-luminance_T2	RGB	T2	fu	0.2206
fu-T2-ck-luminance_T3	RGB	T2	fu	0.2436
fu-T2-ck-luminance_T4	RGB	T2	fu	0.3222
fu-T2-ck-luminance_T5	RGB	T2	fu	0.417
fu-T2-ck-luminance_T6	RGB	T2	fu	0.2052
fu-T2-ck-luminance_T7	RGB	T2	fu	0.3122
fu-T2-ck-luminance_T8	RGB	T2	fu	0.242
fu-T2-ck-luminance_T9	RGB	T2	fu	0.2164
fu-T2-ck-luminance_T10	RGB	T2	fu	0.294
fu-T2-ck-luminance_T11	RGB	T2	fu	0.249
fu-T2-ck-luminance_T12	RGB	T2	fu	0.2642
fu-T2-ck-luminance_T13	RGB	T2	fu	0.512
fu-T2-ck-luminance_T14	RGB	T2	fu	0.2822
fu-T2-ck-luminance_T15	RGB	T2	fu	0.3162
fu-T2-ck-value_T1	RGB	T2	fu	0.382
fu-T2-ck-value_T2	RGB	T2	fu	0.1606
fu-T2-ck-value_T3	RGB	T2	fu	0.2986
fu-T2-ck-value_T4	RGB	T2	fu	0.3548
fu-T2-ck-value_T5	RGB	T2	fu	0.3116
fu-T2-ck-value_T6	RGB	T2	fu	0.3014
fu-T2-ck-value_T7	RGB	T2	fu	0.2608
fu-T2-ck-value_T8	RGB	T2	fu	0.3684
fu-T2-ck-value_T9	RGB	T2	fu	0.3106
fu-T2-ck-value_T10	RGB	T2	fu	0.254
fu-T2-ck-value_T11	RGB	T2	fu	0.2006
fu-T2-ck-value_T12	RGB	T2	fu	0.3428
fu-T2-ck-value_T13	RGB	T2	fu	0.3702
fu-T2-ck-value_T14	RGB	T2	fu	0.4298
fu-T2-ck-value_T15	RGB	T2	fu	0.3026
fu-T2-ck-Intensity_T1	RGB	T2	fu	0.5384
fu-T2-ck-Intensity_T2	RGB	T2	fu	0.3302
fu-T2-ck-Intensity_T3	RGB	T2	fu	0.2886
fu-T2-ck-Intensity_T4	RGB	T2	fu	0.2882
fu-T2-ck-Intensity_T5	RGB	T2	fu	0.2838
fu-T2-ck-Intensity_T6	RGB	T2	fu	0.2112
fu-T2-ck-Intensity_T7	RGB	T2	fu	0.2558
fu-T2-ck-Intensity_T8	RGB	T2	fu	0.317
fu-T2-ck-Intensity_T9	RGB	T2	fu	0.328
fu-T2-ck-Intensity_T10	RGB	T2	fu	0.2176
fu-T2-ck-Intensity_T11	RGB	T2	fu	0.2328
fu-T2-ck-Intensity_T12	RGB	T2	fu	0.296
fu-T2-ck-Intensity_T13	RGB	T2	fu	0.3172
fu-T2-ck-Intensity_T14	RGB	T2	fu	0.3478
fu-T2-ck-Intensity_T15	RGB	T2	fu	0.2584
fu-T3-ck-GCV	RGB	T3	fu	0.1648
fu-T3-ck-GPA	RGB	T3	fu	0.413
fu-T3-ck-GPAR	RGB	T3	fu	0.1592
fu-T3-ck-PC1	RGB	T3	fu	0.197
fu-T3-ck-PC2	RGB	T3	fu	0.2242
fu-T3-ck-PC3	RGB	T3	fu	0.1182
fu-T3-ck-PC4	RGB	T3	fu	0.0872
fu-T3-ck-PC5	RGB	T3	fu	0.0902
fu-T3-ck-PC6	RGB	T3	fu	0.2416
fu-T3-ck-PAR	RGB	T3	fu	0.2096
fu-T3-ck-W	RGB	T3	fu	0.1544
fu-T3-ck-H	RGB	T3	fu	0.168
fu-T3-ck-FDNIC	RGB	T3	fu	0.28
fu-T3-ck-TBR	RGB	T3	fu	0.1496
fu-T3-ck-TPA	RGB	T3	fu	0.202
fu-T3-ck-HWR	RGB	T3	fu	0.1908
fu-T3-ck-FDIC	RGB	T3	fu	0.1382
fu-T3-ck-F1	RGB	T3	fu	0.1662
fu-T3-ck-F2	RGB	T3	fu	0.1066
fu-T3-ck-F3	RGB	T3	fu	0.1762
fu-T3-ck-F4	RGB	T3	fu	0.2472
fu-T3-ck-F5	RGB	T3	fu	0.1554
fu-T3-ck-F6	RGB	T3	fu	0.1536
fu-T3-ck-F7	RGB	T3	fu	0.1278
fu-T3-ck-F8	RGB	T3	fu	0.2382
fu-T3-ck-F9	RGB	T3	fu	0.0974
fu-T3-ck-F10	RGB	T3	fu	0.1584
fu-T3-ck-F11	RGB	T3	fu	0.2684
fu-T3-ck-F12	RGB	T3	fu	0.1134
fu-T3-ck-F13	RGB	T3	fu	0.0814
fu-T3-ck-F14	RGB	T3	fu	0.1608
fu-T3-ck-F15	RGB	T3	fu	0.1158
fu-T3-ck-F16	RGB	T3	fu	0.1348
fu-T3-ck-F17	RGB	T3	fu	0.2024
fu-T3-ck-F18	RGB	T3	fu	0.1672
fu-T3-ck-F19	RGB	T3	fu	0.2306
fu-T3-ck-F20	RGB	T3	fu	0.9492
fu-T3-ck-Intensity_M_I	RGB	T3	fu	0.1058
fu-T3-ck-Intensity_SE_I	RGB	T3	fu	0.2642
fu-T3-ck-Intensity_S_I	RGB	T3	fu	0.1958
fu-T3-ck-Intensity_MU3_I	RGB	T3	fu	0.275
fu-T3-ck-Intensity_U_I	RGB	T3	fu	0.2096
fu-T3-ck-Intensity_E_I	RGB	T3	fu	0.1868
fu-T3-ck-saturation_M_I	RGB	T3	fu	0.1544
fu-T3-ck-saturation_SE_I	RGB	T3	fu	0.1332
fu-T3-ck-saturation_S_I	RGB	T3	fu	0.2418
fu-T3-ck-saturation_MU3_I	RGB	T3	fu	0.2778
fu-T3-ck-saturation_U_I	RGB	T3	fu	0.246
fu-T3-ck-saturation_E_I	RGB	T3	fu	0.1426
fu-T3-ck-luminance_M_I	RGB	T3	fu	0.1784
fu-T3-ck-luminance_SE_I	RGB	T3	fu	0.1908
fu-T3-ck-lumi0.68342457nce_S_I	RGB	T3	fu	0.1388
fu-T3-ck-luminance_MU3_I	RGB	T3	fu	0.1628
fu-T3-ck-lumi0.884900938nce_U_I	RGB	T3	fu	0.1816
fu-T3-ck-luminance_E_I	RGB	T3	fu	0.2104
fu-T3-ck-value_M_I	RGB	T3	fu	0.2726
fu-T3-ck-value_SE_I	RGB	T3	fu	0.188
fu-T3-ck-value_S_I	RGB	T3	fu	0.1794
fu-T3-ck-value_MU3_I	RGB	T3	fu	0.1824
fu-T3-ck-value_U_I	RGB	T3	fu	0.2194
fu-T3-ck-value_E_I	RGB	T3	fu	0.2068
fu-T3-ck-blue_M_I	RGB	T3	fu	0.1352
fu-T3-ck-blue_SE_I	RGB	T3	fu	0.1416
fu-T3-ck-blue_S_I	RGB	T3	fu	0.2072
fu-T3-ck-blue_MU3_I	RGB	T3	fu	0.1098
fu-T3-ck-blue_U_I	RGB	T3	fu	0.1936
fu-T3-ck-blue_E_I	RGB	T3	fu	0.195
fu-T3-ck-green_M_I	RGB	T3	fu	0.2884
fu-T3-ck-green_SE_I	RGB	T3	fu	0.1674
fu-T3-ck-green_S_I	RGB	T3	fu	0.178
fu-T3-ck-green_MU3_I	RGB	T3	fu	0.191
fu-T3-ck-green_U_I	RGB	T3	fu	0.203
fu-T3-ck-green_E_I	RGB	T3	fu	0.1346
fu-T3-ck-red_M_I	RGB	T3	fu	0.2286
fu-T3-ck-red_SE_I	RGB	T3	fu	0.1618
fu-T3-ck-red_S_I	RGB	T3	fu	0.1672
fu-T3-ck-red_MU3_I	RGB	T3	fu	0.3202
fu-T3-ck-red_U_I	RGB	T3	fu	0.2824
fu-T3-ck-red_E_I	RGB	T3	fu	0.1366
fu-T3-ck-green_T1	RGB	T3	fu	0.2742
fu-T3-ck-green_T2	RGB	T3	fu	0.1298
fu-T3-ck-green_T3	RGB	T3	fu	0.23
fu-T3-ck-green_T4	RGB	T3	fu	0.1504
fu-T3-ck-green_T5	RGB	T3	fu	0.249
fu-T3-ck-green_T6	RGB	T3	fu	0.151
fu-T3-ck-green_T7	RGB	T3	fu	0.2072
fu-T3-ck-green_T8	RGB	T3	fu	0.121
fu-T3-ck-green_T9	RGB	T3	fu	0.1678
fu-T3-ck-green_T10	RGB	T3	fu	0.1376
fu-T3-ck-green_T11	RGB	T3	fu	0.1172
fu-T3-ck-green_T12	RGB	T3	fu	0.24
fu-T3-ck-green_T13	RGB	T3	fu	0.3028
fu-T3-ck-green_T14	RGB	T3	fu	0.249
fu-T3-ck-green_T15	RGB	T3	fu	0.1842
fu-T3-ck-blue_T1	RGB	T3	fu	0.2094
fu-T3-ck-blue_T2	RGB	T3	fu	0.1642
fu-T3-ck-blue_T3	RGB	T3	fu	0.2016
fu-T3-ck-blue_T4	RGB	T3	fu	0.1826
fu-T3-ck-blue_T5	RGB	T3	fu	0.1386
fu-T3-ck-blue_T6	RGB	T3	fu	0.1382
fu-T3-ck-blue_T7	RGB	T3	fu	0.137
fu-T3-ck-blue_T8	RGB	T3	fu	0.1226
fu-T3-ck-blue_T9	RGB	T3	fu	0.16
fu-T3-ck-blue_T10	RGB	T3	fu	0.1156
fu-T3-ck-blue_T11	RGB	T3	fu	0.165
fu-T3-ck-blue_T12	RGB	T3	fu	0.096
fu-T3-ck-blue_T13	RGB	T3	fu	0.3136
fu-T3-ck-blue_T14	RGB	T3	fu	0.1174
fu-T3-ck-blue_T15	RGB	T3	fu	0.133
fu-T3-ck-red_T1	RGB	T3	fu	0.2654
fu-T3-ck-red_T2	RGB	T3	fu	0.0894
fu-T3-ck-red_T3	RGB	T3	fu	0.1622
fu-T3-ck-red_T4	RGB	T3	fu	0.1776
fu-T3-ck-red_T5	RGB	T3	fu	0.3186
fu-T3-ck-red_T6	RGB	T3	fu	0.1074
fu-T3-ck-red_T7	RGB	T3	fu	0.1386
fu-T3-ck-red_T8	RGB	T3	fu	0.232
fu-T3-ck-red_T9	RGB	T3	fu	0.1642
fu-T3-ck-red_T10	RGB	T3	fu	0.1118
fu-T3-ck-red_T11	RGB	T3	fu	0.1596
fu-T3-ck-red_T12	RGB	T3	fu	0.1768
fu-T3-ck-red_T13	RGB	T3	fu	0.2766
fu-T3-ck-red_T14	RGB	T3	fu	0.1878
fu-T3-ck-red_T15	RGB	T3	fu	0.107
fu-T3-ck-hue_T1	RGB	T3	fu	0.2792
fu-T3-ck-hue_T2	RGB	T3	fu	0.1702
fu-T3-ck-hue_T3	RGB	T3	fu	0.4184
fu-T3-ck-hue_T4	RGB	T3	fu	0.2398
fu-T3-ck-hue_T5	RGB	T3	fu	0.1312
fu-T3-ck-hue_T6	RGB	T3	fu	0.2078
fu-T3-ck-hue_T7	RGB	T3	fu	0.1742
fu-T3-ck-hue_T8	RGB	T3	fu	0.1886
fu-T3-ck-hue_T9	RGB	T3	fu	0.121
fu-T3-ck-hue_T10	RGB	T3	fu	0.192
fu-T3-ck-hue_T11	RGB	T3	fu	0.2828
fu-T3-ck-hue_T12	RGB	T3	fu	0.6554
fu-T3-ck-hue_T13	RGB	T3	fu	0.2
fu-T3-ck-hue_T14	RGB	T3	fu	0.1448
fu-T3-ck-hue_T15	RGB	T3	fu	0.2294
fu-T3-ck-saturation_T1	RGB	T3	fu	0.1874
fu-T3-ck-saturation_T2	RGB	T3	fu	0.2034
fu-T3-ck-saturation_T3	RGB	T3	fu	0.2772
fu-T3-ck-saturation_T4	RGB	T3	fu	0.3362
fu-T3-ck-saturation_T5	RGB	T3	fu	0.3614
fu-T3-ck-saturation_T6	RGB	T3	fu	0.1392
fu-T3-ck-saturation_T7	RGB	T3	fu	0.1978
fu-T3-ck-saturation_T8	RGB	T3	fu	0.1808
fu-T3-ck-saturation_T9	RGB	T3	fu	0.1558
fu-T3-ck-saturation_T10	RGB	T3	fu	0.1938
fu-T3-ck-saturation_T11	RGB	T3	fu	0.4614
fu-T3-ck-saturation_T12	RGB	T3	fu	0.2776
fu-T3-ck-saturation_T13	RGB	T3	fu	0.2996
fu-T3-ck-saturation_T14	RGB	T3	fu	0.2004
fu-T3-ck-saturation_T15	RGB	T3	fu	0.2686
fu-T3-ck-luminance_T1	RGB	T3	fu	0.2318
fu-T3-ck-lumi0.784312166nce_T2	RGB	T3	fu	0.125
fu-T3-ck-luminance_T3	RGB	T3	fu	0.2876
fu-T3-ck-luminance_T4	RGB	T3	fu	0.2246
fu-T3-ck-luminance_T5	RGB	T3	fu	0.1974
fu-T3-ck-luminance_T6	RGB	T3	fu	0.151
fu-T3-ck-luminance_T7	RGB	T3	fu	0.1904
fu-T3-ck-luminance_T8	RGB	T3	fu	0.2328
fu-T3-ck-luminance_T9	RGB	T3	fu	0.1728
fu-T3-ck-luminance_T10	RGB	T3	fu	0.1528
fu-T3-ck-luminance_T11	RGB	T3	fu	0.2142
fu-T3-ck-luminance_T12	RGB	T3	fu	0.1176
fu-T3-ck-luminance_T13	RGB	T3	fu	0.1632
fu-T3-ck-luminance_T14	RGB	T3	fu	0.1974
fu-T3-ck-luminance_T15	RGB	T3	fu	0.1512
fu-T3-ck-value_T1	RGB	T3	fu	0.1974
fu-T3-ck-value_T2	RGB	T3	fu	0.119
fu-T3-ck-value_T3	RGB	T3	fu	0.1778
fu-T3-ck-value_T4	RGB	T3	fu	0.1534
fu-T3-ck-value_T5	RGB	T3	fu	0.2964
fu-T3-ck-value_T6	RGB	T3	fu	0.0952
fu-T3-ck-value_T7	RGB	T3	fu	0.212
fu-T3-ck-value_T8	RGB	T3	fu	0.1232
fu-T3-ck-value_T9	RGB	T3	fu	0.0922
fu-T3-ck-value_T10	RGB	T3	fu	0.1436
fu-T3-ck-value_T11	RGB	T3	fu	0.17
fu-T3-ck-value_T12	RGB	T3	fu	0.1634
fu-T3-ck-value_T13	RGB	T3	fu	0.1704
fu-T3-ck-value_T14	RGB	T3	fu	0.2234
fu-T3-ck-value_T15	RGB	T3	fu	0.1198
fu-T3-ck-Intensity_T1	RGB	T3	fu	0.1856
fu-T3-ck-Intensity_T2	RGB	T3	fu	0.1488
fu-T3-ck-Intensity_T3	RGB	T3	fu	0.1802
fu-T3-ck-Intensity_T4	RGB	T3	fu	0.1658
fu-T3-ck-Intensity_T5	RGB	T3	fu	0.188
fu-T3-ck-Intensity_T6	RGB	T3	fu	0.1094
fu-T3-ck-Intensity_T7	RGB	T3	fu	0.2172
fu-T3-ck-Intensity_T8	RGB	T3	fu	0.127
