i-traits	type	date	angle	MLP
T2-A.117	HSI	T2	side	0.329
T2-A.118	HSI	T2	side	0.3606
T2-A.119	HSI	T2	side	0.3756
T2-A.120	HSI	T2	side	0.3474
T2-A.121	HSI	T2	side	0.3808
T2-A.122	HSI	T2	side	0.4184
T2-A.123	HSI	T2	side	0.437
T2-A.124	HSI	T2	side	0.3624
T2-A.125	HSI	T2	side	0.365
T2-A.126	HSI	T2	side	0.423
T2-A.127	HSI	T2	side	0.3828
T2-A.128	HSI	T2	side	0.503
T2-A.129	HSI	T2	side	0.421
T2-A.130	HSI	T2	side	0.4206
T2-A.131	HSI	T2	side	0.4826
T2-A.132	HSI	T2	side	0.4296
T2-A.133	HSI	T2	side	0.3158
T2-A.134	HSI	T2	side	0.4612
T2-A.135	HSI	T2	side	0.296
T2-A.136	HSI	T2	side	0.4838
T2-A.137	HSI	T2	side	0.362
T2-A.138	HSI	T2	side	0.5572
T2-A.139	HSI	T2	side	0.4348
T2-A.140	HSI	T2	side	0.3684
T2-A.141	HSI	T2	side	0.4698
T2-A.142	HSI	T2	side	0.6168
T2-A.143	HSI	T2	side	0.393
T2-A.144	HSI	T2	side	0.526
T2-A.145	HSI	T2	side	0.5132
T2-A.146	HSI	T2	side	0.5246
T2-A.147	HSI	T2	side	0.4552
T2-A.148	HSI	T2	side	0.3886
T2-A.149	HSI	T2	side	0.5352
T2-A.150	HSI	T2	side	0.4464
T2-A.151	HSI	T2	side	0.5484
T2-A.152	HSI	T2	side	0.455
T2-A.153	HSI	T2	side	0.4758
T2-A.154	HSI	T2	side	0.4994
T2-A.155	HSI	T2	side	0.5324
T2-A.156	HSI	T2	side	0.4908
T2-A.157	HSI	T2	side	0.4984
T2-A.158	HSI	T2	side	0.5246
T2-A.159	HSI	T2	side	0.4974
T2-A.160	HSI	T2	side	0.5292
T2-A.161	HSI	T2	side	0.5762
T2-A.162	HSI	T2	side	0.3858
T2-A.163	HSI	T2	side	0.5436
T2-A.164	HSI	T2	side	0.4478
T2-A.165	HSI	T2	side	0.4368
T2-A.166	HSI	T2	side	0.401
T2-A.167	HSI	T2	side	0.4724
T2-A.168	HSI	T2	side	0.4678
T2-A.169	HSI	T2	side	0.4054
T2-A.170	HSI	T2	side	0.514
T2-A.171	HSI	T2	side	0.5362
T2-A.172	HSI	T2	side	0.4142
T2-A.173	HSI	T2	side	0.3808
T2-A.174	HSI	T2	side	0.3698
T2-A.175	HSI	T2	side	0.5076
T2-A.176	HSI	T2	side	0.392
T2-A.177	HSI	T2	side	0.4646
T2-A.178	HSI	T2	side	0.4504
T2-A.179	HSI	T2	side	0.3944
T2-A.180	HSI	T2	side	0.4104
T2-A.181	HSI	T2	side	0.4868
T2-A.182	HSI	T2	side	0.4736
T2-A.183	HSI	T2	side	0.5036
T2-A.184	HSI	T2	side	0.4644
T2-A.185	HSI	T2	side	0.489
T2-A.186	HSI	T2	side	0.4302
T2-A.187	HSI	T2	side	0.4652
T2-A.188	HSI	T2	side	0.521
T2-A.189	HSI	T2	side	0.522
T2-A.190	HSI	T2	side	0.4314
T2-A.191	HSI	T2	side	0.4628
T2-A.192	HSI	T2	side	0.4068
T2-A.193	HSI	T2	side	0.4762
T2-A.194	HSI	T2	side	0.4204
T2-A.195	HSI	T2	side	0.4052
T2-A.196	HSI	T2	side	0.4756
T2-A.197	HSI	T2	side	0.5156
T2-A.198	HSI	T2	side	0.4522
T2-A.199	HSI	T2	side	0.4276
T2-A.200	HSI	T2	side	0.4492
T2-A.201	HSI	T2	side	0.4672
T2-A.202	HSI	T2	side	0.396
T2-A.203	HSI	T2	side	0.3856
T2-A.204	HSI	T2	side	0.4412
T2-A.205	HSI	T2	side	0.4668
T2-A.206	HSI	T2	side	0.4732
T2-A.207	HSI	T2	side	0.463
T2-A.208	HSI	T2	side	0.4172
T2-A.209	HSI	T2	side	0.3698
T2-A.210	HSI	T2	side	0.4294
T2-A.211	HSI	T2	side	0.3854
T2-A.212	HSI	T2	side	0.3974
T2-A.213	HSI	T2	side	0.4144
T2-A.214	HSI	T2	side	0.4024
T2-A.215	HSI	T2	side	0.471
T2-A.216	HSI	T2	side	0.408
T2-A.217	HSI	T2	side	0.435
T2-A.218	HSI	T2	side	0.4694
T2-A.219	HSI	T2	side	0.4602
T2-A.220	HSI	T2	side	0.4538
T2-A.221	HSI	T2	side	0.3564
T2-A.222	HSI	T2	side	0.4006
T2-A.223	HSI	T2	side	0.3954
T2-A.224	HSI	T2	side	0.3962
T2-dA.1	HSI	T2	side	0.3328
T2-dA.2	HSI	T2	side	0.3894
T2-dA.3	HSI	T2	side	0.292
T2-dA.4	HSI	T2	side	0.3082
T2-dA.5	HSI	T2	side	0.4106
T2-dA.6	HSI	T2	side	0.3504
T2-dA.7	HSI	T2	side	0.3558
T2-dA.8	HSI	T2	side	0.4184
T2-dA.9	HSI	T2	side	0.3824
T2-dA.10	HSI	T2	side	0.2856
T2-dA.11	HSI	T2	side	0.3964
T2-dA.12	HSI	T2	side	0.2596
T2-dA.13	HSI	T2	side	0.3456
T2-dA.14	HSI	T2	side	0.3626
T2-dA.15	HSI	T2	side	0.3636
T2-dA.16	HSI	T2	side	0.3346
T2-dA.17	HSI	T2	side	0.3192
T2-dA.18	HSI	T2	side	0.2826
T2-dA.19	HSI	T2	side	0.28
T2-dA.20	HSI	T2	side	0.4112
T2-dA.21	HSI	T2	side	0.3846
T2-dA.22	HSI	T2	side	0.3906
T2-dA.23	HSI	T2	side	0.3998
T2-dA.24	HSI	T2	side	0.2328
T2-dA.25	HSI	T2	side	0.3684
T2-dA.26	HSI	T2	side	0.2674
T2-dA.27	HSI	T2	side	0.2892
T2-dA.28	HSI	T2	side	0.3668
T2-dA.29	HSI	T2	side	0.313
T2-dA.30	HSI	T2	side	0.3182
T2-dA.31	HSI	T2	side	0.3536
T2-dA.32	HSI	T2	side	0.3602
T2-dA.33	HSI	T2	side	0.332
T2-dA.34	HSI	T2	side	0.4246
T2-dA.35	HSI	T2	side	0.4794
T2-dA.36	HSI	T2	side	0.3758
T2-dA.37	HSI	T2	side	0.3478
T2-dA.38	HSI	T2	side	0.4094
T2-dA.39	HSI	T2	side	0.441
T2-dA.40	HSI	T2	side	0.382
T2-dA.41	HSI	T2	side	0.2772
T2-dA.42	HSI	T2	side	0.3236
T2-dA.43	HSI	T2	side	0.2916
T2-dA.44	HSI	T2	side	0.3754
T2-dA.45	HSI	T2	side	0.336
T2-dA.46	HSI	T2	side	0.3346
T2-dA.47	HSI	T2	side	0.3394
T2-dA.48	HSI	T2	side	0.2826
T2-dA.49	HSI	T2	side	0.2986
T2-dA.50	HSI	T2	side	0.3478
T2-dA.51	HSI	T2	side	0.2898
T2-dA.52	HSI	T2	side	0.3276
T2-dA.53	HSI	T2	side	0.3326
T2-dA.54	HSI	T2	side	0.3022
T2-dA.55	HSI	T2	side	0.3488
T2-dA.56	HSI	T2	side	0.3918
T2-dA.57	HSI	T2	side	0.3034
T2-dA.58	HSI	T2	side	0.3092
T2-dA.59	HSI	T2	side	0.2836
T2-dA.60	HSI	T2	side	0.353
T2-dA.61	HSI	T2	side	0.335
T2-dA.62	HSI	T2	side	0.313
T2-dA.63	HSI	T2	side	0.3094
T2-dA.64	HSI	T2	side	0.3138
T2-dA.65	HSI	T2	side	0.3666
T2-dA.66	HSI	T2	side	0.3616
T2-dA.67	HSI	T2	side	0.3232
T2-dA.68	HSI	T2	side	0.291
T2-dA.69	HSI	T2	side	0.3496
T2-dA.70	HSI	T2	side	0.3408
T2-dA.71	HSI	T2	side	0.342
T2-dA.72	HSI	T2	side	0.2626
T2-dA.73	HSI	T2	side	0.4016
T2-dA.74	HSI	T2	side	0.3024
T2-dA.75	HSI	T2	side	0.3094
T2-dA.76	HSI	T2	side	0.3268
T2-dA.77	HSI	T2	side	0.2832
T2-dA.78	HSI	T2	side	0.3862
T2-dA.79	HSI	T2	side	0.378
T2-dA.80	HSI	T2	side	0.2888
T2-dA.81	HSI	T2	side	0.3276
T2-dA.82	HSI	T2	side	0.319
T2-dA.83	HSI	T2	side	0.2894
T2-dA.84	HSI	T2	side	0.2878
T2-dA.85	HSI	T2	side	0.3158
T2-dA.86	HSI	T2	side	0.3084
T2-dA.87	HSI	T2	side	0.394
T2-dA.88	HSI	T2	side	0.2594
T2-dA.89	HSI	T2	side	0.2962
T2-dA.90	HSI	T2	side	0.3238
T2-dA.91	HSI	T2	side	0.25
T2-dA.92	HSI	T2	side	0.386
T2-dA.93	HSI	T2	side	0.2932
T2-dA.94	HSI	T2	side	0.2958
T2-dA.95	HSI	T2	side	0.3328
T2-dA.96	HSI	T2	side	0.288
T2-dA.97	HSI	T2	side	0.2892
T2-dA.98	HSI	T2	side	0.3278
T2-dA.99	HSI	T2	side	0.36
T2-dA.100	HSI	T2	side	0.421
T2-dA.101	HSI	T2	side	0.3888
T2-dA.102	HSI	T2	side	0.2334
T2-dA.103	HSI	T2	side	0.3164
T2-dA.104	HSI	T2	side	0.312
T2-dA.105	HSI	T2	side	0.392
T2-dA.106	HSI	T2	side	0.2978
T2-dA.107	HSI	T2	side	0.3352
T2-dA.108	HSI	T2	side	0.293
T2-dA.109	HSI	T2	side	0.3158
T2-dA.110	HSI	T2	side	0.342
T2-dA.111	HSI	T2	side	0.2852
T2-dA.112	HSI	T2	side	0.349
T2-dA.113	HSI	T2	side	0.3656
T2-dA.114	HSI	T2	side	0.3782
T2-dA.115	HSI	T2	side	0.422
T2-dA.116	HSI	T2	side	0.3332
T2-dA.117	HSI	T2	side	0.3866
T2-dA.118	HSI	T2	side	0.3834
T2-dA.119	HSI	T2	side	0.3982
T2-dA.120	HSI	T2	side	0.481
T2-dA.121	HSI	T2	side	0.4222
T2-dA.122	HSI	T2	side	0.4196
T2-dA.123	HSI	T2	side	0.369
T2-dA.124	HSI	T2	side	0.44
T2-dA.125	HSI	T2	side	0.4414
T2-dA.126	HSI	T2	side	0.3494
T2-dA.127	HSI	T2	side	0.3944
T2-dA.128	HSI	T2	side	0.3082
T2-dA.129	HSI	T2	side	0.387
T2-dA.130	HSI	T2	side	0.3732
T2-dA.131	HSI	T2	side	0.3374
T2-dA.132	HSI	T2	side	0.3446
T2-dA.133	HSI	T2	side	0.324
T2-dA.134	HSI	T2	side	0.3376
T2-dA.135	HSI	T2	side	0.367
T2-dA.136	HSI	T2	side	0.3564
T2-dA.137	HSI	T2	side	0.3424
T2-dA.138	HSI	T2	side	0.3056
T2-dA.139	HSI	T2	side	0.354
T2-dA.140	HSI	T2	side	0.3086
T2-dA.141	HSI	T2	side	0.372
T2-dA.142	HSI	T2	side	0.2996
T2-dA.143	HSI	T2	side	0.4154
T2-dA.144	HSI	T2	side	0.281
T2-dA.145	HSI	T2	side	0.374
T2-dA.146	HSI	T2	side	0.3758
T2-dA.147	HSI	T2	side	0.278
T2-dA.148	HSI	T2	side	0.2958
T2-dA.149	HSI	T2	side	0.2632
T2-dA.150	HSI	T2	side	0.3544
T2-dA.151	HSI	T2	side	0.322
T2-dA.152	HSI	T2	side	0.3464
T2-dA.153	HSI	T2	side	0.2698
T2-dA.154	HSI	T2	side	0.365
T2-dA.155	HSI	T2	side	0.3792
T2-dA.156	HSI	T2	side	0.3928
T2-dA.157	HSI	T2	side	0.3644
T2-dA.158	HSI	T2	side	0.3516
T2-dA.159	HSI	T2	side	0.3416
T2-dA.160	HSI	T2	side	0.403
T2-dA.161	HSI	T2	side	0.384
T2-dA.162	HSI	T2	side	0.3798
T2-dA.163	HSI	T2	side	0.3488
T2-dA.164	HSI	T2	side	0.2886
T2-dA.165	HSI	T2	side	0.4918
T2-dA.166	HSI	T2	side	0.3254
T2-dA.167	HSI	T2	side	0.3034
T2-dA.168	HSI	T2	side	0.3224
T2-dA.169	HSI	T2	side	0.2888
T2-dA.170	HSI	T2	side	0.314
T2-dA.171	HSI	T2	side	0.3636
T2-dA.172	HSI	T2	side	0.3072
T2-dA.173	HSI	T2	side	0.256
T2-dA.174	HSI	T2	side	0.4038
T2-dA.175	HSI	T2	side	0.3146
T2-dA.176	HSI	T2	side	0.3276
T2-dA.177	HSI	T2	side	0.2884
T2-dA.178	HSI	T2	side	0.269
T2-dA.179	HSI	T2	side	0.3058
T2-dA.180	HSI	T2	side	0.3874
T2-dA.181	HSI	T2	side	0.3344
T2-dA.182	HSI	T2	side	0.4404
T2-dA.183	HSI	T2	side	0.2874
T2-dA.184	HSI	T2	side	0.3166
T2-dA.185	HSI	T2	side	0.3796
T2-dA.186	HSI	T2	side	0.269
T2-dA.187	HSI	T2	side	0.4532
T2-dA.188	HSI	T2	side	0.4214
T2-dA.189	HSI	T2	side	0.2942
T2-dA.190	HSI	T2	side	0.331
T2-dA.191	HSI	T2	side	0.2898
T2-dA.192	HSI	T2	side	0.333
T2-dA.193	HSI	T2	side	0.4076
T2-dA.194	HSI	T2	side	0.3208
T2-dA.195	HSI	T2	side	0.372
T2-dA.196	HSI	T2	side	0.3772
T2-dA.197	HSI	T2	side	0.3274
T2-dA.198	HSI	T2	side	0.3464
T2-dA.199	HSI	T2	side	0.3782
T2-dA.200	HSI	T2	side	0.2488
T2-dA.201	HSI	T2	side	0.3176
T2-dA.202	HSI	T2	side	0.3476
T2-dA.203	HSI	T2	side	0.3
T2-dA.204	HSI	T2	side	0.2758
T2-dA.205	HSI	T2	side	0.3466
T2-dA.206	HSI	T2	side	0.3236
T2-dA.207	HSI	T2	side	0.4388
T2-dA.208	HSI	T2	side	0.3928
T2-dA.209	HSI	T2	side	0.372
T2-dA.210	HSI	T2	side	0.3448
T2-dA.211	HSI	T2	side	0.324
T2-dA.212	HSI	T2	side	0.2916
T2-dA.213	HSI	T2	side	0.3066
T2-dA.214	HSI	T2	side	0.391
T2-dA.215	HSI	T2	side	0.37
T2-dA.216	HSI	T2	side	0.37
T2-dA.217	HSI	T2	side	0.2974
T2-dA.218	HSI	T2	side	0.3208
T2-dA.219	HSI	T2	side	0.3014
T2-dA.220	HSI	T2	side	0.2676
T2-dA.221	HSI	T2	side	0.299
T2-dA.222	HSI	T2	side	0.2786
T2-dA.223	HSI	T2	side	0.3128
T2-dA.224	HSI	T2	side	0.3586
T2-ddA.1	HSI	T2	side	0.425
T2-ddA.2	HSI	T2	side	0.3226
T2-ddA.3	HSI	T2	side	0.2626
T2-ddA.4	HSI	T2	side	0.3962
T2-ddA.5	HSI	T2	side	0.3838
T2-ddA.6	HSI	T2	side	0.3356
T2-ddA.7	HSI	T2	side	0.2874
T2-ddA.8	HSI	T2	side	0.3626
T2-ddA.9	HSI	T2	side	0.4166
T2-ddA.10	HSI	T2	side	0.4788
T2-ddA.11	HSI	T2	side	0.3192
T2-ddA.12	HSI	T2	side	0.3692
T2-ddA.13	HSI	T2	side	0.354
T2-ddA.14	HSI	T2	side	0.3212
T2-ddA.15	HSI	T2	side	0.3726
T2-ddA.16	HSI	T2	side	0.3594
T2-ddA.17	HSI	T2	side	0.3302
T2-ddA.18	HSI	T2	side	0.2682
T2-ddA.19	HSI	T2	side	0.3604
T2-ddA.20	HSI	T2	side	0.3406
T2-ddA.21	HSI	T2	side	0.4044
T2-ddA.22	HSI	T2	side	0.3386
T2-ddA.23	HSI	T2	side	0.2924
T2-ddA.24	HSI	T2	side	0.4686
T2-ddA.25	HSI	T2	side	0.2818
T2-ddA.26	HSI	T2	side	0.3616
T2-ddA.27	HSI	T2	side	0.2796
T2-ddA.28	HSI	T2	side	0.372
T2-ddA.29	HSI	T2	side	0.3854
T2-ddA.30	HSI	T2	side	0.2538
T2-ddA.31	HSI	T2	side	0.3436
T2-ddA.32	HSI	T2	side	0.302
T2-ddA.33	HSI	T2	side	0.4034
T2-ddA.34	HSI	T2	side	0.3628
T2-ddA.35	HSI	T2	side	0.324
T2-ddA.36	HSI	T2	side	0.5238
T2-ddA.37	HSI	T2	side	0.2904
T2-ddA.38	HSI	T2	side	0.3702
T2-ddA.39	HSI	T2	side	0.3674
T2-ddA.40	HSI	T2	side	0.3228
T2-ddA.41	HSI	T2	side	0.4532
T2-ddA.42	HSI	T2	side	0.272
T2-ddA.43	HSI	T2	side	0.323
T2-ddA.44	HSI	T2	side	0.308
T2-ddA.45	HSI	T2	side	0.284
T2-ddA.46	HSI	T2	side	0.3552
T2-ddA.47	HSI	T2	side	0.2272
T2-ddA.48	HSI	T2	side	0.2944
T2-ddA.49	HSI	T2	side	0.24
T2-ddA.50	HSI	T2	side	0.2542
T2-ddA.51	HSI	T2	side	0.3992
T2-ddA.52	HSI	T2	side	0.3532
T2-ddA.53	HSI	T2	side	0.2908
T2-ddA.54	HSI	T2	side	0.3174
T2-ddA.55	HSI	T2	side	0.2484
T2-ddA.56	HSI	T2	side	0.3536
T2-ddA.57	HSI	T2	side	0.353
T2-ddA.58	HSI	T2	side	0.3036
T2-ddA.59	HSI	T2	side	0.3278
T2-ddA.60	HSI	T2	side	0.3384
T2-ddA.61	HSI	T2	side	0.3138
T2-ddA.62	HSI	T2	side	0.2308
T2-ddA.63	HSI	T2	side	0.3314
T2-ddA.64	HSI	T2	side	0.1968
T2-ddA.65	HSI	T2	side	0.3608
T2-ddA.66	HSI	T2	side	0.3324
T2-ddA.67	HSI	T2	side	0.3126
T2-ddA.68	HSI	T2	side	0.332
T2-ddA.69	HSI	T2	side	0.3292
T2-ddA.70	HSI	T2	side	0.3206
T2-ddA.71	HSI	T2	side	0.3738
T2-ddA.72	HSI	T2	side	0.4026
T2-ddA.73	HSI	T2	side	0.32
T2-ddA.74	HSI	T2	side	0.3928
T2-ddA.75	HSI	T2	side	0.3086
T2-ddA.76	HSI	T2	side	0.3508
T2-ddA.77	HSI	T2	side	0.422
T2-ddA.78	HSI	T2	side	0.3298
T2-ddA.79	HSI	T2	side	0.2906
T2-ddA.80	HSI	T2	side	0.4584
T2-ddA.81	HSI	T2	side	0.3178
T2-ddA.82	HSI	T2	side	0.3444
T2-ddA.83	HSI	T2	side	0.3742
T2-ddA.84	HSI	T2	side	0.2908
T2-ddA.85	HSI	T2	side	0.304
T2-ddA.86	HSI	T2	side	0.3408
T2-ddA.87	HSI	T2	side	0.3106
T2-ddA.88	HSI	T2	side	0.2556
T2-ddA.89	HSI	T2	side	0.2906
T2-ddA.90	HSI	T2	side	0.2566
T2-ddA.91	HSI	T2	side	0.2806
T2-ddA.92	HSI	T2	side	0.2972
T2-ddA.93	HSI	T2	side	0.3992
T2-ddA.94	HSI	T2	side	0.3266
T2-ddA.95	HSI	T2	side	0.2734
T2-ddA.96	HSI	T2	side	0.353
T2-ddA.97	HSI	T2	side	0.302
T2-ddA.98	HSI	T2	side	0.3308
T2-ddA.99	HSI	T2	side	0.3668
T2-ddA.100	HSI	T2	side	0.3618
T2-ddA.101	HSI	T2	side	0.3286
T2-ddA.102	HSI	T2	side	0.3054
T2-ddA.103	HSI	T2	side	0.2988
T2-ddA.104	HSI	T2	side	0.311
T2-ddA.105	HSI	T2	side	0.3508
T2-ddA.106	HSI	T2	side	0.3366
T2-ddA.107	HSI	T2	side	0.3128
T2-ddA.108	HSI	T2	side	0.3872
T2-ddA.109	HSI	T2	side	0.3076
T2-ddA.110	HSI	T2	side	0.3182
T2-ddA.111	HSI	T2	side	0.3598
T2-ddA.112	HSI	T2	side	0.4044
T2-ddA.113	HSI	T2	side	0.3636
T2-ddA.114	HSI	T2	side	0.3336
T2-ddA.115	HSI	T2	side	0.2806
T2-ddA.116	HSI	T2	side	0.3468
T2-ddA.117	HSI	T2	side	0.4044
T2-ddA.118	HSI	T2	side	0.39
T2-ddA.119	HSI	T2	side	0.2696
T2-ddA.120	HSI	T2	side	0.237
T2-ddA.121	HSI	T2	side	0.2668
T2-ddA.122	HSI	T2	side	0.307
T2-ddA.123	HSI	T2	side	0.325
T2-ddA.124	HSI	T2	side	0.3204
T2-ddA.125	HSI	T2	side	0.3714
T2-ddA.126	HSI	T2	side	0.3998
T2-ddA.127	HSI	T2	side	0.3974
T2-ddA.128	HSI	T2	side	0.3444
T2-ddA.129	HSI	T2	side	0.3254
T2-ddA.130	HSI	T2	side	0.326
T2-ddA.131	HSI	T2	side	0.2638
T2-ddA.132	HSI	T2	side	0.2716
T2-ddA.133	HSI	T2	side	0.3716
T2-ddA.134	HSI	T2	side	0.3338
T2-ddA.135	HSI	T2	side	0.358
T2-ddA.136	HSI	T2	side	0.3074
T2-ddA.137	HSI	T2	side	0.3424
T2-ddA.138	HSI	T2	side	0.3994
T2-ddA.139	HSI	T2	side	0.3288
T2-ddA.140	HSI	T2	side	0.3594
T2-ddA.141	HSI	T2	side	0.3224
T2-ddA.142	HSI	T2	side	0.3452
T2-ddA.143	HSI	T2	side	0.3114
T2-ddA.144	HSI	T2	side	0.3076
T2-ddA.145	HSI	T2	side	0.3488
T2-ddA.146	HSI	T2	side	0.3254
T2-ddA.147	HSI	T2	side	0.2676
T2-ddA.148	HSI	T2	side	0.2858
T2-ddA.149	HSI	T2	side	0.2946
T2-ddA.150	HSI	T2	side	0.2842
T2-ddA.151	HSI	T2	side	0.3158
T2-ddA.152	HSI	T2	side	0.2584
T2-ddA.153	HSI	T2	side	0.2886
T2-ddA.154	HSI	T2	side	0.311
T2-ddA.155	HSI	T2	side	0.3434
T2-ddA.156	HSI	T2	side	0.3072
T2-ddA.157	HSI	T2	side	0.3078
T2-ddA.158	HSI	T2	side	0.3526
T2-ddA.159	HSI	T2	side	0.3602
T2-ddA.160	HSI	T2	side	0.3118
T2-ddA.161	HSI	T2	side	0.3446
T2-ddA.162	HSI	T2	side	0.3178
T2-ddA.163	HSI	T2	side	0.3558
T2-ddA.164	HSI	T2	side	0.5064
T2-ddA.165	HSI	T2	side	0.2606
T2-ddA.166	HSI	T2	side	0.4104
T2-ddA.167	HSI	T2	side	0.3634
T2-ddA.168	HSI	T2	side	0.2986
T2-ddA.169	HSI	T2	side	0.2692
T2-ddA.170	HSI	T2	side	0.357
T2-ddA.171	HSI	T2	side	0.3038
T2-ddA.172	HSI	T2	side	0.2654
T2-ddA.173	HSI	T2	side	0.2758
T2-ddA.174	HSI	T2	side	0.3396
T2-ddA.175	HSI	T2	side	0.3654
T2-ddA.176	HSI	T2	side	0.298
T2-ddA.177	HSI	T2	side	0.2658
T2-ddA.178	HSI	T2	side	0.2932
T2-ddA.179	HSI	T2	side	0.4002
T2-ddA.180	HSI	T2	side	0.322
T2-ddA.181	HSI	T2	side	0.451
T2-ddA.182	HSI	T2	side	0.353
T2-ddA.183	HSI	T2	side	0.3692
T2-ddA.184	HSI	T2	side	0.321
T2-ddA.185	HSI	T2	side	0.3982
T2-ddA.186	HSI	T2	side	0.325
T2-ddA.187	HSI	T2	side	0.3364
T2-ddA.188	HSI	T2	side	0.3718
T2-ddA.189	HSI	T2	side	0.3738
T2-ddA.190	HSI	T2	side	0.3272
T2-ddA.191	HSI	T2	side	0.363
T2-ddA.192	HSI	T2	side	0.3534
T2-ddA.193	HSI	T2	side	0.311
T2-ddA.194	HSI	T2	side	0.3444
T2-ddA.195	HSI	T2	side	0.4042
T2-ddA.196	HSI	T2	side	0.41
T2-ddA.197	HSI	T2	side	0.342
T2-ddA.198	HSI	T2	side	0.4044
T2-ddA.199	HSI	T2	side	0.376
T2-ddA.200	HSI	T2	side	0.3714
T2-ddA.201	HSI	T2	side	0.3524
T2-ddA.202	HSI	T2	side	0.4204
T2-ddA.203	HSI	T2	side	0.3408
T2-ddA.204	HSI	T2	side	0.356
T2-ddA.205	HSI	T2	side	0.4056
T2-ddA.206	HSI	T2	side	0.3242
T2-ddA.207	HSI	T2	side	0.3638
T2-ddA.208	HSI	T2	side	0.4008
T2-ddA.209	HSI	T2	side	0.3142
T2-ddA.210	HSI	T2	side	0.3678
T2-ddA.211	HSI	T2	side	0.2864
T2-ddA.212	HSI	T2	side	0.299
T2-ddA.213	HSI	T2	side	0.329
T2-ddA.214	HSI	T2	side	0.273
T2-ddA.215	HSI	T2	side	0.385
T2-ddA.216	HSI	T2	side	0.4406
T2-ddA.217	HSI	T2	side	0.3108
T2-ddA.218	HSI	T2	side	0.3398
T2-ddA.219	HSI	T2	side	0.3906
T2-ddA.220	HSI	T2	side	0.3108
T2-ddA.221	HSI	T2	side	0.3018
T2-ddA.222	HSI	T2	side	0.287
T2-ddA.223	HSI	T2	side	0.396
T2-ddA.224	HSI	T2	side	0.3094
T2-lg.T.1	HSI	T2	side	0.4732
T2-lg.T.2	HSI	T2	side	0.4778
T2-lg.T.3	HSI	T2	side	0.4728
T2-lg.T.4	HSI	T2	side	0.4574
T2-lg.T.5	HSI	T2	side	0.3954
T2-lg.T.6	HSI	T2	side	0.4254
T2-lg.T.7	HSI	T2	side	0.4764
T2-lg.T.8	HSI	T2	side	0.5416
T2-lg.T.9	HSI	T2	side	0.509
T2-lg.T.10	HSI	T2	side	0.4826
T2-lg.T.11	HSI	T2	side	0.4962
T2-lg.T.12	HSI	T2	side	0.486
T2-lg.T.13	HSI	T2	side	0.5066
T2-lg.T.14	HSI	T2	side	0.5104
T2-lg.T.15	HSI	T2	side	0.454
T2-lg.T.16	HSI	T2	side	0.5428
T2-lg.T.17	HSI	T2	side	0.4386
T2-lg.T.18	HSI	T2	side	0.528
T2-lg.T.19	HSI	T2	side	0.4048
T2-lg.T.20	HSI	T2	side	0.4732
T2-lg.T.21	HSI	T2	side	0.603
T2-lg.T.22	HSI	T2	side	0.5404
T2-lg.T.23	HSI	T2	side	0.512
T2-lg.T.24	HSI	T2	side	0.4956
T2-lg.T.25	HSI	T2	side	0.4706
T2-lg.T.26	HSI	T2	side	0.4526
T2-lg.T.27	HSI	T2	side	0.4604
T2-lg.T.28	HSI	T2	side	0.504
T2-lg.T.29	HSI	T2	side	0.4164
T2-lg.T.30	HSI	T2	side	0.5358
T2-lg.T.31	HSI	T2	side	0.5096
T2-lg.T.32	HSI	T2	side	0.6064
T2-lg.T.33	HSI	T2	side	0.5664
T2-lg.T.34	HSI	T2	side	0.5672
T2-lg.T.35	HSI	T2	side	0.511
T2-lg.T.36	HSI	T2	side	0.535
T2-lg.T.37	HSI	T2	side	0.5158
T2-lg.T.38	HSI	T2	side	0.525
T2-lg.T.39	HSI	T2	side	0.5166
T2-lg.T.40	HSI	T2	side	0.5548
T2-lg.T.41	HSI	T2	side	0.5994
T2-lg.T.42	HSI	T2	side	0.5212
T2-lg.T.43	HSI	T2	side	0.526
T2-lg.T.44	HSI	T2	side	0.5282
T2-lg.T.45	HSI	T2	side	0.5516
T2-lg.T.46	HSI	T2	side	0.5278
T2-lg.T.47	HSI	T2	side	0.5184
T2-lg.T.48	HSI	T2	side	0.6392
T2-lg.T.49	HSI	T2	side	0.5652
T2-lg.T.50	HSI	T2	side	0.5212
T2-lg.T.51	HSI	T2	side	0.5012
T2-lg.T.52	HSI	T2	side	0.4668
T2-lg.T.53	HSI	T2	side	0.5604
T2-lg.T.54	HSI	T2	side	0.5342
T2-lg.T.55	HSI	T2	side	0.503
T2-lg.T.56	HSI	T2	side	0.4734
T2-lg.T.57	HSI	T2	side	0.4898
T2-lg.T.58	HSI	T2	side	0.5454
T2-lg.T.59	HSI	T2	side	0.4346
T2-lg.T.60	HSI	T2	side	0.488
T2-lg.T.61	HSI	T2	side	0.5296
T2-lg.T.62	HSI	T2	side	0.4674
T2-lg.T.63	HSI	T2	side	0.5184
T2-lg.T.64	HSI	T2	side	0.5644
T2-lg.T.65	HSI	T2	side	0.4838
T2-lg.T.66	HSI	T2	side	0.559
T2-lg.T.67	HSI	T2	side	0.6202
T2-lg.T.68	HSI	T2	side	0.5152
T2-lg.T.69	HSI	T2	side	0.547
T2-lg.T.70	HSI	T2	side	0.4646
T2-lg.T.71	HSI	T2	side	0.4558
T2-lg.T.72	HSI	T2	side	0.5126
T2-lg.T.73	HSI	T2	side	0.4768
